,company_brand,founded,headquarter,sector,what_it_does,founders,investor,amount,stage,year_funded
129,Krimanshi,2015,Rajasthan,Health care,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,Nikhil Bohra,"Rajasthan Venture Capital Fund, AIM Smart City",600000.0,Validation,2020-01-01
130,Instoried,2018,Bengaluru,Technology sector,Instoried is an augmented writing platform which improves customer interest and engagement.,"Sharmin Ali, Sutanshu Raj","Venture Catalysts, SOSV",1000000.0,Early Traction,2020-01-01
131,PlayerzPot,2015,Mumbai,Media & Entertainment,"Favorite fantasy cricket, football & kabaddi leagues online to win daily cash and prizes","Yogesh, Mitesh Gangar",Venture Catalysts,3000000.0,Early Traction,2020-01-01
132,Instamojo,2012,Bengaluru,Finance sector,"Instamojo is an on-demand payments platform that enables entrepreneurs to build, manage, and grow their business online.","Aditya Sengupta, Akash Gehani, Harshad Sharma, Sampad Swain","BASE, Gunosy Capital",3000000.0,Early Traction,2020-01-01
133,Turtlemint,2015,Mumbai,Health care,Turtlemint has built Indian personalized insurance platform,"Anand Prabhudesai, Dhirendra Mahyavanshi, Kunal Shah","Nexus Venture Partners, Dream Incubator",30000000.0,Early Traction,2020-01-01
134,Arata,2017,Delhi,Retail & E-commerce,Arata is an e-commerce site for beauty products and cosmetics.,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,1000000.0,Early Traction,2020-01-01
135,MPL,2018,Bengaluru,Media & Entertainment,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",5000000.0,Early Traction,2020-01-01
136,True Balance,2014,Gurgaon,Finance sector,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,"Cheolwon Lee, Jay Yi, Martin Lee","IBK Capital, SB Partners",28000000.0,Early Traction,2020-01-01
137,Thrive,2020,Mumbai,Food & Beverage,"Thrive is all-in-one restaurant ordering suite for table ordering, pickup, and delivery with marketing in-built.","Dhruv Dewan, Krishi Fagwani","Whiteboard Capital, Ahimsa Capital",3000000.0,Early Traction,2020-01-01
138,Kitchens Centre,2019,Delhi,Technology sector,Kitchens Centre offers turnkey solutions to cloud kitchens.,Lakshay Jain,"Jonathan Swanson, Ankush Gera",3000000.0,Early Traction,2020-01-01
139,Prescribe,2019,Tamil Nadu,Health care,Provide online services to patients by leveraging WhatsApp.,Nived Narayanan,Titan Capital,100000.0,Early Traction,2020-01-01
140,Nepra,2006,Ahmedabad,Agriculture & Environment,NEPRA Resource Management provides waste management solutions in India.,Sandeep Patel,"Asha Impact, Aavishkaar Venture Capital",18000000.0,Scaling,2020-01-01
141,inFeedo,2013,Gurgaon,Technology sector,"inFeedo is a predictive people analytics company helping 300,000+ employees in 100+ companies make their voice feel heard and valued.",Tanmaya Jain,"Peyush Bansal, Ritesh Malik",3200000.0,Early Traction,2020-01-01
142,Shilpa Sciences,2014,Bengaluru,Health care,Shilps Sciences is a healthtech platform that claims to have solved gene editing by accelerating single gene cell applications.,Ashwin Lal,AngelList India,3000000.0,Early Traction,2020-01-01
143,Arzooo,2016,Bengaluru,Technology sector,"B2B retail tech platform transforming 300,000+ SMEs in electronics space with its flagship ""Go Store"" product","Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",3000000.0,Early Traction,2020-01-01
144,MindTickle,2011,Pune,Communication & Networking,MindTickle offers the industry's most comprehensive sales readiness solution for closing knowledge and skill gaps in customer-facing teams.,"Deepak Diwakar, Krishna Depura, Mohit Garg, Nishant Mungali","Canaan Partners, NewView Capital",100000000.0,Exit Options,2020-01-01
145,Slice,2016,Bengaluru,Finance sector,Slice is a card for first-time credit card users. They are inventing the future of finance for young Indians,"Deepak Malhotra, Rajan Bajaj","Better Capital, Gunosy",5000000.0,Exit Options,2020-01-01
146,Rapawalk,2017,Bengaluru,Retail & E-commerce,Rapawalk is an online brand that offers a personalized service of creating your own shoes.,"Kashif Mohammad, Aravind Maddireddy","Sanjay Ramakrishnan, Ravi Garikipati",300000.0,Validation,2020-01-01
147,Oga Fit's,2017,Bengaluru,Health care,The new-age home workout app that gives you an unmatched boutique digital fitness studio experience.,Ashish Rawat,9Unicorns,3000000.0,Early Traction,2020-01-01
148,LAVAL,2016,Bengaluru,Retail & E-commerce,"Laval Cosmetics, affordable makeup for all ages","Shrishti, Prithika",Jazal Group,3000000.0,Early Traction,2020-01-01
149,Stride Ventures,2019,Delhi,Finance sector,Stride Ventures is a venture capital firm in India which aims to invest in innovative startups across the country.,Ishpreet Gandhi,Small Industries Development Bank of India,80000000.0,Early Traction,2020-01-01
150,BlackSoil,2016,Mumbai,Finance sector,Blacksoil Advisory is an independent boutique advisory firm.,Ankur Bansal,Venture Catalysts,10000000.0,Early Traction,2020-01-01
151,Biocon,1978,Bengaluru,Health care,"Biocon is a healthcare and technology, company focused on biotechnology.",Kiran Mazumdar-Shaw,Goldman Sachs,15000000.0,Early Traction,2020-01-01
152,Clientjoy,2013,Anand,Technology sector,Client Management Software For Modern Agencies.,"Abhishek Doshi, Anupama Panchal, Shashwat Bhatt, Yash Shah","LetsVenture, Jyotsna Bapat",800000.0,Early Traction,2020-01-01
153,Xpressbees,2015,Pune,Retail & E-commerce,Xpressbees is an e-commerce logistics company that provides reliable logistics solutions to its partners.,"Amitava Saha, Supam Maheshwari","Alibaba Group, InnoVen Capital",100000000.0,Early Traction,2020-01-01
154,GalaxyCard,2017,Gurgaon,Finance sector,Mobile based Instant credit card. | Easiest way to get a credit card. Get one in 3 minutes,"Amit Kumar, Gunjeet Singh",India Accelerator,3000000.0,Validation,2020-01-01
155,Wellness Forever,2008,Mumbai,Health care,Wellness Forever is the one-stop destination for wellness,"Ashraf Biran, Gulshan Bakhtiani, Mohan Chavan","Poonawalla, Allana Group",100000000.0,Early Traction,2020-01-01
156,MoooFarm,2019,Gurgaon,Agriculture & Environment,MoooFarm is an information technology company that bridges the technology gap to help marginalized dairy farmers.,"Param Singh, Aashna Singh, Abhijeet Mittal, Jitesh Arora","Navus Ventures, Rockstart",500000.0,Ideation,2020-01-01
157,BitClass,2020,Bengaluru,Technology sector,BitClass is a PaaS solution which helps teachers set up their independent live classes,"Gunjan Kejriwal, Utsav Tiwary","AET Japan, Figure Eight Investments, Waterbridge Ventures",2000000.0,Validation,2020-01-01
158,Gonuts,2020,Mumbai,Media & Entertainment,Personalised Video shoutouts from favourite celebrity.,"Vinamra Pandiya, Mayank Gupta, Joji George","Sweta Rau, Archana Priyadarshini",400000.0,Validation,2020-01-01
159,Uolo,2013,Bengaluru,Education & Training,Uolo Technology is founded by paranoid parents who want to make a difference to preschool experience.,"Pallav Pandey, Ankur Pandey, Siddharth Singh","Rajul Garg, Purvi Capital",2000000.0,Validation,2020-01-01
160,Kirana King,2014,Jaipur,Retail & E-commerce,"A revolutionary idea of standardization, digitization & centralization to traditional Grocery system.",Anup Kumar,Rajasthan Venture Capital Fund,900000.0,Early Traction,2020-01-01
161,Jade Forest,2015,Delhi,Food & Beverage,"NATURALLY THE BEST From zero artificial ingredients in our drinks to the way they make you feel, we bring you a bespoke range of natural mixers.","Punweet Singh, Shuchir Suri",Venture Catalysts,250000.0,Validation,2020-01-01
162,iKure,2010,Kolkata,Health care,iKure is a social enterprise that delivers primary healthcare and wellness & prevention services to communities in India,Sujay Santra,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",3000000.0,Early Traction,2020-01-01
163,FrontRow,2015,Bengaluru,Education & Training,"Comprehensive courses, taught by idols.","Mikhil Raj, Shubhadit Sharma, Ishaan Preet Singh","Lightspeed, Elevation, Deepika Padukone",3200000.0,Validation,2020-01-01
164,Reliance Retail,2006,Mumbai,Retail & E-commerce,Reliance Retail Ventures Limited is a subsidiary company of Reliance Industries Limited.,Mukesh Ambani,"Abu Dhabi Investment Authority, GIC",10000000.0,Early Traction,2020-01-01
165,TUBBR,2019,Frisco,Media & Entertainment,World's First Personal Social Network,"Saurabh Uttam, Ravi Singhal",Global Ascent Partners,3000000.0,Early Traction,2020-01-01
166,Ather Energy,2013,Bengaluru,Industrial & Manufacturing,Ather Energy is a manufacturer of electric scooters.,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Scaling,2020-01-01
167,Routematic,2007,Bengaluru,Technology sector,Vision is to enable a safer and more comfortable commute to work for employees of India Inc.,"Sriram Kannan, Surajit Das","VAMM Ventures, Naresh Malhotra",2000000.0,Early Traction,2020-01-01
168,LivFin,2017,Delhi,Finance sector,LivFin is a non-banking financial company registered with the Reserve Bank of India (RBI),Rakesh Malhotra,"DEG, KFW DEG",4700000.0,Early Traction,2020-01-01
169,Universal Sportsbiz Pvt Ltd,2012,Bengaluru,Retail & E-commerce,A fashion startup based in Bengaluru.,Anjana Reddy,"Accel, Alteria Capital",3000000.0,Early Traction,2020-01-01
170,Lattu Kids,2017,Mumbai,Education & Training,Lattu kids is an edutainment platform for preschool kids.,Vivek Bhutyani,Mumbai Angels Network,3000000.0,Early Traction,2020-01-01
171,Eggoz,2016,Indore,Food & Beverage,"Eggoz is a brand of fresh and chemical-free eggs, produced in tech-enabled & nutrition-engineered deep integration partnership with farmers.","Abhishek Negi, Aditya Singh, Pankaj Pandey, Uttam Kumar","AVANA Capital, Rebright Partners",1500000.0,Early Traction,2020-01-01
172,Steradian Semiconductors,2016,Bengaluru,Technology sector,Semiconductor company focused on CMOS millimeter wave products for Radar.,"Gireesh Rajendran, Ashish Lachhwani, Apu Sivadas, Rakesh Kumar and Alok Joshi",Endiya Partners.,3000000.0,Early Traction,2020-01-01
173,CHARGE+ZONE,2018,Anand,Logistics & Transportation,"Charge+Zone provides services in renewable energy solutions, product development, and software engineering company.","Kartikey Hariyani, Pavan Bakeri",Mumbai Angels,3000000.0,Early Traction,2020-01-01
174,Stones2milestones,2008,Gurgaon,Education & Training,Stones2milestones is India (Delhi) Based EdTech Company,"Kavish Gadia, Nikhil Saraf","Menterra Venture Advisors, Emandi Sankara Rao",2000000.0,Scaling,2020-01-01
175,Udacity,2011,California,Education & Training,"Udacity develops an online learning platform offering programs in artificial intelligence, machine learning, and robotics sector.","David Stavens, Mike Sokolsky, Sebastian Thrun","Hercules Capital, Inc.Bertelsmann",75000000.0,Exit Options,2020-01-01
176,AjnaLens,2014,Maharashtra,Technology sector,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD",1000000.0,Scaling,2020-01-01
177,Gully Network,2019,Bengaluru,Retail & E-commerce,Gully Network is a tech-enabled network of mid-sized grocery stores.,"Ajay Nain, Prateek Chaturvedi","CP Ventures, Orios Venture Partners",1200000.0,Early Traction,2020-01-01
178,TurboHire,2018,Hyderabad,Consumer Services,Talent Intelligence Platform for enterprises that helps recruiters discover the right candidates for a job using a Human-like AI,"Abhishek Kabra, Aman Gour","Kia Ora Ventures, Pentathlon Ventures",1000000.0,Validation,2020-01-01
179,Traya,2015,Mumbai,Health care,work with our customers closely to get their hair health sorted for long-term effective results,"Altaf Saiyed, Saloni Anand","Kae Capital, Whiteboard Capital",3000000.0,Validation,2020-01-01
180,Charcoal Eats,2015,Mumbai,Food & Beverage,"In the last five years, have served over 1.5 million orders and enjoy high customer satisfaction.","Anurag Mehrotra, Krishnakant Thakur, Mohammed Bhol, Gautam Singh",Lokmat Investments,2000000.0,Early Traction,2020-01-01
181,Mitron TV,2020,Bengaluru,Media & Entertainment,Mitron is a free short videoplatform for next generation,"Shivank Agarwal, Anish Khandelwal",9Unicorns,3000000.0,Early Traction,2020-01-01
182,Svami,2016,Mumbai,Food & Beverage,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,Sahil Jatana,"Niren Shah, Rukam Capital Trust",800000.0,Early Traction,2020-01-01
183,Dhurnia,2018,Dhingsara,Education & Training,Developer of an online learning platform intended for various competitive exam preparations.,"Ajay Kumar, Murari Singh","Chandigarh Angels Network, Modulor Capital",100000.0,Early Traction,2020-01-01
184,Expertrons,2019,Mumbai,Education & Training,Expertrons is an AI video bot platform created to help students and professionals prepare for interviews.,Jatin Solanki,"Rohit Chanana, Sukanta Ganguly",3000000.0,Early Traction,2020-01-01
185,Leena AI,2015,New York,Technology sector,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Adit Jain, Anand Prajapati, Mayank Goyal","Alan Patricof, Jim Moffatt",8000000.0,Early Traction,2020-01-01
186,Bizlog,2016,Bengaluru,Logistics & Transportation,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,"HS Srinivasan, Krishnan Rajan, E.V. Shunmugam",IAN Fund,1000000.0,Early Traction,2020-01-01
187,Tamasha.live,2020,Mumbai,Media & Entertainment,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","Saurabh Gupta, Siddharth Swarnkar","9Unicorns, Titan Capital, FirstCheque",300000.0,Early Traction,2020-01-01
188,Fedo,2017,Bengaluru,Technology sector,Artificial Intelligence based Credit Score for Health,"Arun Mallavarapu, Prasanth Madavana",AIM Smart City,1000000.0,Early Traction,2020-01-01
189,FabHotels,2015,Gurgaon,Health care,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Early Traction,2020-01-01
190,Freshokartz,2016,Jaipur,Agriculture & Environment,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Chandrakanta, Rajendra Lora","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Early Traction,2020-01-01
191,FlexiLoans,2016,Mumbai,Finance sector,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.","Abhishek Kothari, Deepak Jain, Manish Lunia, Ritesh Jain",>Vikram Sud,6000000.0,Exit Options,2020-01-01
192,Agrix,2020,Patna,Agriculture & Environment,"Farming-as-a-service (covering farm machinery and agri input services) and provides market linkages, especially for fragmented farm owners.","Nilay Pandey, Saurav Singh, Vivek Kumar",Maple Capital Advisors,3000000.0,Early Traction,2020-01-01
193,BharatAgri,2017,Pune,Agriculture & Environment,A Smart Farming Technology Platform for Indian Farmers,"Siddharth Dialani, Sai Gole","021 Capital, India Quotient",3000000.0,Early Traction,2020-01-01
